supplier_id,business_size,location_tier,owner_gender,years_active,on_time_delivery_rate,defect_rate,true_performance_score,ai_trust_score,contract_awarded
SUP-01686,0,1,1,12,77.82,1.61,41.78,44.41,0
SUP-01687,0,0,1,15,72.22,4.9,1.78,0.0,0
SUP-01688,0,0,1,18,82.93,4.08,30.62,22.26,0
SUP-01689,0,0,1,5,74.6,2.36,28.74,16.59,0
SUP-01690,1,0,0,7,93.3,0.68,81.33,74.44,0
SUP-01691,0,0,1,11,90.27,4.03,45.98,32.61,0
SUP-01692,0,0,1,11,72.38,1.05,35.61,24.62,0
SUP-01693,1,0,0,15,97.76,0.85,88.9,78.74,1
SUP-01694,0,0,1,10,78.21,1.45,43.96,34.48,0
SUP-01695,1,1,1,15,86.03,2.51,50.67,52.92,0
SUP-01696,1,1,1,13,92.67,3.54,55.14,59.29,0
SUP-01697,1,1,1,14,85.85,1.41,59.81,59.35,0
SUP-01698,0,0,0,17,84.5,0.88,61.7,47.86,0
SUP-01699,0,0,1,13,73.2,2.59,23.87,12.88,0
SUP-01700,0,0,1,10,82.64,3.87,31.93,20.08,0
SUP-01701,0,1,1,1,92.28,1.5,72.15,72.82,0
SUP-01702,0,1,1,1,96.64,1.49,81.07,84.47,1
SUP-01703,0,0,1,15,83.49,4.76,25.86,13.59,0
SUP-01704,0,1,1,16,83.88,4.79,26.38,26.22,0
SUP-01705,1,0,0,12,93.58,4.46,49.01,35.88,0
SUP-01706,0,0,0,6,97.94,4.13,60.68,43.39,0
SUP-01707,1,0,1,6,80.34,0.85,53.56,50.09,0
SUP-01708,0,1,1,12,83.96,1.45,55.63,54.1,0
SUP-01709,0,1,0,15,94.58,2.03,72.18,65.16,0
SUP-01710,1,1,1,4,90.08,1.43,68.25,64.55,0
SUP-01711,1,0,1,4,75.61,4.3,13.83,8.66,0
SUP-01712,0,0,1,2,88.4,4.05,42.04,32.88,0
SUP-01713,0,1,0,12,76.62,3.76,20.63,12.67,0
SUP-01714,1,0,0,7,87.5,0.84,68.18,60.76,0
SUP-01715,0,0,1,20,87.34,4.59,35.16,24.92,0
SUP-01716,1,1,1,9,98.31,3.73,65.0,69.9,0
SUP-01717,0,0,1,9,84.31,1.24,58.23,48.31,0
SUP-01718,0,0,1,8,78.9,4.42,19.52,9.43,0
SUP-01719,1,1,1,14,80.1,1.23,49.77,50.5,0
SUP-01720,1,1,0,1,97.45,0.36,92.53,87.53,1
SUP-01721,1,0,1,12,78.16,2.96,30.76,28.46,0
SUP-01722,0,0,0,2,82.55,3.44,35.44,20.94,0
SUP-01723,1,0,1,13,78.73,0.43,53.93,50.27,0
SUP-01724,0,0,1,4,92.83,1.93,69.45,60.03,0
SUP-01725,1,0,1,20,87.76,4.47,37.09,38.86,0
SUP-01726,0,1,1,18,81.98,3.55,33.33,33.47,0
SUP-01727,0,0,1,19,82.37,3.79,32.09,20.29,0
SUP-01728,0,0,0,16,96.31,1.46,80.68,63.5,0
SUP-01729,0,1,0,14,87.46,0.85,67.95,63.22,0
SUP-01730,0,0,1,8,91.62,1.75,68.64,59.08,0
SUP-01731,0,0,1,12,97.21,1.62,81.1,69.28,0
SUP-01732,0,1,0,9,97.05,1.56,81.33,76.71,1
SUP-01733,0,0,1,6,80.13,1.37,48.59,36.09,0
SUP-01734,1,1,1,18,100.0,2.59,78.35,79.33,1
SUP-01735,0,1,1,2,70.92,1.98,24.58,23.57,0
SUP-01736,0,1,0,8,81.73,4.19,27.25,19.79,0
SUP-01737,1,0,1,14,99.38,0.83,92.4,89.29,1
SUP-01738,0,0,1,6,78.56,2.59,34.76,26.72,0
SUP-01739,0,1,0,10,78.92,0.56,53.15,47.57,0
SUP-01740,0,0,1,8,79.58,2.67,36.14,22.06,0
SUP-01741,0,1,1,17,89.46,0.75,72.91,76.74,1
SUP-01742,0,0,1,12,83.91,4.9,25.52,13.61,0
SUP-01743,1,0,0,17,94.78,3.56,59.28,52.17,0
SUP-01744,0,0,1,13,97.25,2.71,71.73,58.27,0
SUP-01745,0,0,0,19,91.45,0.89,75.76,58.78,0
SUP-01746,1,1,1,12,79.13,2.67,35.25,38.05,0
SUP-01747,1,1,1,16,100.0,3.41,71.14,71.4,0
SUP-01748,0,0,0,5,78.17,1.36,44.69,27.98,0
SUP-01749,1,0,1,16,77.95,2.56,33.8,26.82,0
SUP-01750,0,1,1,6,73.21,4.16,10.18,11.75,0
SUP-01751,1,1,1,11,89.44,3.46,49.31,47.74,0
SUP-01752,1,1,1,17,77.0,3.61,22.67,24.91,0
SUP-01753,1,0,1,14,77.42,3.96,20.55,16.95,0
SUP-01754,0,1,1,6,79.3,4.72,17.72,18.3,0
SUP-01755,0,0,1,11,79.27,2.32,38.5,28.05,0
SUP-01756,0,0,0,12,88.72,3.06,51.32,35.07,0
SUP-01757,0,0,1,13,94.99,4.06,55.35,46.78,0
SUP-01758,1,1,0,4,94.48,3.14,62.34,60.46,0
SUP-01759,0,0,1,7,78.31,4.98,13.44,0.0,0
SUP-01760,0,1,1,2,77.31,0.56,49.89,49.55,0
SUP-01761,0,0,1,6,98.61,2.1,79.77,69.45,0
SUP-01762,1,0,1,6,72.84,1.26,34.67,28.79,0
SUP-01763,0,1,1,18,97.31,1.68,80.78,77.64,1
SUP-01764,1,0,0,20,79.79,1.0,51.09,40.57,0
SUP-01765,0,0,0,8,98.27,3.69,65.22,47.99,0
SUP-01766,0,0,0,8,80.73,0.88,54.04,28.91,0
SUP-01767,0,1,1,8,83.57,3.84,34.07,31.85,0
SUP-01768,0,0,0,8,91.31,3.62,51.68,31.12,0
SUP-01769,0,0,1,1,87.14,1.63,60.57,50.86,0
SUP-01770,0,0,1,2,79.42,1.64,44.8,34.66,0
SUP-01771,0,0,0,12,87.26,3.33,45.99,29.55,0
SUP-01772,0,1,1,15,92.69,3.93,51.8,52.0,0
SUP-01773,0,0,1,4,71.63,4.44,4.53,0.0,0
SUP-01774,0,0,1,3,70.62,4.33,3.44,0.0,0
SUP-01775,0,0,1,14,84.68,4.84,27.59,18.09,0
SUP-01776,0,0,1,8,74.62,3.12,22.17,10.36,0
SUP-01777,0,1,1,13,90.57,4.59,41.74,43.58,0
SUP-01778,1,1,0,19,80.11,3.64,28.77,25.52,0
SUP-01779,0,1,1,5,83.05,4.53,27.03,28.09,0
SUP-01780,1,1,1,13,79.03,0.1,57.4,58.02,0
SUP-01781,0,0,1,20,87.91,4.85,34.1,22.57,0
SUP-01782,0,1,1,1,73.47,2.63,24.05,23.92,0
SUP-01783,0,1,1,16,72.27,4.09,8.9,9.86,0
SUP-01784,0,0,1,2,71.68,1.07,34.0,22.41,0
SUP-01785,0,0,0,7,98.37,2.28,77.7,59.72,0
SUP-01786,0,0,0,6,74.73,1.72,34.53,18.75,0
SUP-01787,0,0,0,5,91.05,1.81,66.9,50.46,0
SUP-01788,1,1,0,4,74.37,0.55,43.97,41.39,0
SUP-01789,0,0,1,2,73.34,4.13,10.77,0.0,0
SUP-01790,1,0,0,10,87.76,0.1,75.13,66.2,0
SUP-01791,0,1,1,5,83.98,1.91,51.72,50.27,0
SUP-01792,0,0,1,18,99.4,1.28,88.46,75.42,1
SUP-01793,0,0,1,10,98.4,3.15,70.19,59.3,0
SUP-01794,1,1,1,15,96.11,1.14,83.0,80.13,1
SUP-01795,1,1,1,9,90.36,1.17,71.14,71.4,0
SUP-01796,0,1,0,11,84.29,2.7,45.47,40.53,0
SUP-01797,1,1,1,17,84.03,2.94,42.85,40.75,0
SUP-01798,1,0,1,9,100.0,0.55,96.12,92.43,1
SUP-01799,1,0,1,16,91.08,0.79,75.88,70.36,0
SUP-01800,0,1,1,6,87.39,1.61,61.22,65.61,0
SUP-01801,0,0,1,11,77.83,4.88,13.31,3.71,0
SUP-01802,0,0,1,17,73.05,2.29,26.21,14.34,0
SUP-01803,1,0,1,4,99.81,2.7,77.01,72.15,0
SUP-01804,0,0,1,15,80.6,1.59,47.63,36.64,0
SUP-01805,0,1,0,1,82.94,2.71,42.63,39.16,0
SUP-01806,0,0,1,20,75.32,0.83,43.48,31.99,0
SUP-01807,1,0,1,1,96.37,0.16,92.14,86.11,1
SUP-01808,1,0,1,9,73.7,2.11,29.07,24.65,0
SUP-01809,1,0,1,12,97.39,1.79,79.94,76.09,1
SUP-01810,0,1,0,4,74.47,1.12,39.28,34.86,0
SUP-01811,0,0,1,13,97.01,3.59,63.5,52.13,0
SUP-01812,1,1,1,7,93.86,4.47,49.5,50.96,0
SUP-01813,1,0,0,8,77.58,1.78,39.81,33.49,0
SUP-01814,1,0,1,13,89.71,2.81,55.49,53.51,0
SUP-01815,0,1,1,11,80.17,4.83,18.49,19.67,0
SUP-01816,1,0,1,9,78.07,3.74,23.73,17.21,0
SUP-01817,0,1,0,16,96.52,2.59,71.27,68.65,0
SUP-01818,0,0,0,10,82.7,3.82,32.47,17.11,0
SUP-01819,0,0,1,11,82.66,1.08,56.26,43.75,0
SUP-01820,1,0,1,12,78.13,2.3,36.36,32.42,0
SUP-01821,1,0,1,14,84.51,1.26,58.46,54.59,0
SUP-01822,0,0,0,19,97.18,1.23,84.47,66.59,0
SUP-01823,0,0,0,12,81.73,2.42,42.69,22.2,0
SUP-01824,0,0,1,18,99.4,1.09,90.16,75.92,1
SUP-01825,0,0,0,17,99.14,3.65,67.39,48.57,0
SUP-01826,1,1,1,3,76.5,2.05,35.25,31.31,0
SUP-01827,0,0,1,1,75.24,2.89,25.4,11.17,0
SUP-01828,0,1,1,19,96.92,1.16,84.52,86.8,1
SUP-01829,1,0,1,4,83.79,0.63,62.46,59.43,0
SUP-01830,0,1,0,16,71.73,3.13,16.21,9.27,0
SUP-01831,0,1,1,12,79.14,4.93,15.54,14.16,0
SUP-01832,0,0,1,13,88.63,0.93,69.65,60.1,0
SUP-01833,0,0,0,17,94.88,1.79,74.92,60.32,0
SUP-01834,0,1,0,8,74.67,4.41,10.98,6.12,0
SUP-01835,0,1,1,13,74.51,0.83,41.89,44.24,0
SUP-01836,1,0,1,20,100.0,3.94,66.55,61.02,0
SUP-01837,0,0,1,5,92.28,2.86,60.29,48.75,0
SUP-01838,0,1,1,18,88.9,2.34,57.97,55.02,0
SUP-01839,1,1,0,15,95.81,1.39,80.22,74.49,0
SUP-01840,0,0,0,12,83.64,1.84,51.63,34.68,0
SUP-01841,0,1,1,17,93.7,1.88,71.72,68.35,0
SUP-01842,0,0,1,15,82.28,4.48,25.85,15.03,0
SUP-01843,0,0,1,2,77.28,3.76,21.99,11.51,0
SUP-01844,0,0,0,6,91.74,3.51,53.49,38.52,0
SUP-01845,1,1,1,17,85.87,3.59,40.86,45.53,0
SUP-01846,1,0,1,16,100.0,1.16,90.8,87.63,1
SUP-01847,1,0,1,17,83.84,2.78,43.81,39.68,0
SUP-01848,0,0,1,20,98.73,2.57,75.91,60.7,0
SUP-01849,0,0,1,9,97.96,4.02,61.7,50.49,0
SUP-01850,1,0,1,5,79.51,1.39,47.13,44.25,0
SUP-01851,0,0,0,1,93.25,3.39,57.6,37.88,0
SUP-01852,0,0,0,6,83.16,4.47,27.73,10.25,0
SUP-01853,0,0,0,14,98.01,2.31,76.71,59.73,0
SUP-01854,0,0,1,17,84.75,0.8,62.93,51.99,0
SUP-01855,1,0,1,19,95.48,2.32,71.48,69.19,0
SUP-01856,0,1,1,1,83.64,2.06,49.72,48.65,0
SUP-01857,0,0,1,1,76.71,3.53,22.85,11.25,0
SUP-01858,0,0,0,13,77.08,4.78,12.68,0.0,0
SUP-01859,0,1,1,14,83.74,2.69,44.45,44.08,0
SUP-01860,0,1,1,6,92.51,2.6,63.03,62.19,0
SUP-01861,0,0,0,6,88.15,3.45,46.78,31.21,0
SUP-01862,1,0,0,1,92.07,0.47,80.7,71.35,0
SUP-01863,0,0,1,14,79.59,1.64,45.11,30.71,0
SUP-01864,0,1,1,3,84.26,4.64,28.53,31.28,0
SUP-01865,0,0,1,10,72.29,3.51,13.96,0.0,0
SUP-01866,1,1,1,19,97.61,0.1,95.14,94.95,1
SUP-01867,1,0,1,19,100.0,0.92,92.85,89.5,1
SUP-01868,1,1,1,19,85.7,3.07,45.06,45.97,0
SUP-01869,0,1,0,4,70.72,3.94,7.07,2.41,0
SUP-01870,0,1,1,20,76.92,4.28,16.72,10.84,0
SUP-01871,1,1,1,19,92.82,1.31,74.84,73.44,0
SUP-01872,0,1,1,10,88.75,4.69,37.18,37.77,0
SUP-01873,0,1,1,2,93.05,2.99,60.72,60.51,0
SUP-01874,0,0,0,4,77.76,3.63,24.04,8.06,0
SUP-01875,0,0,1,6,92.75,3.19,58.39,48.44,0
SUP-01876,0,1,1,7,90.65,1.05,72.71,73.73,0
SUP-01877,0,0,1,16,80.96,4.83,20.1,6.64,0
SUP-01878,1,1,0,7,88.52,0.55,72.73,66.65,0
SUP-01879,0,0,1,18,76.07,1.65,37.91,29.17,0
SUP-01880,0,1,0,20,85.12,4.16,34.41,29.05,0
SUP-01881,0,1,1,19,97.45,3.28,67.11,66.91,0
SUP-01882,0,0,1,9,83.11,4.27,29.37,18.39,0
SUP-01883,0,0,1,20,96.35,2.82,68.89,59.36,0
SUP-01884,1,0,0,10,90.12,1.7,66.02,55.22,0
SUP-01885,0,0,0,13,76.86,4.65,13.39,0.0,0
SUP-01886,1,0,1,18,90.65,0.16,80.46,73.25,0
SUP-01887,1,1,1,16,88.27,3.85,43.5,42.9,0
SUP-01888,0,1,1,17,83.26,1.54,53.46,54.6,0
SUP-01889,0,1,1,13,74.77,4.32,12.0,11.27,0
SUP-01890,1,1,1,12,85.28,0.63,65.52,69.04,0
SUP-01891,0,0,0,10,73.11,3.11,19.15,2.38,0
SUP-01892,0,0,0,1,72.96,4.5,6.79,0.0,0
SUP-01893,1,1,1,8,84.86,2.13,51.56,50.85,0
SUP-01894,0,0,1,18,80.66,3.86,27.96,13.24,0
SUP-01895,0,0,0,2,97.04,4.12,58.97,41.79,0
SUP-01896,0,1,0,16,82.5,3.81,32.09,27.81,0
SUP-01897,1,1,1,12,95.18,4.16,54.81,54.58,0
SUP-01898,0,1,1,9,86.28,2.51,51.13,51.59,0
SUP-01899,0,1,1,3,90.72,1.28,70.87,69.53,0
SUP-01900,0,1,1,4,77.94,0.72,49.83,47.34,0
SUP-01901,1,0,1,2,99.52,1.11,90.23,86.02,1
SUP-01902,0,1,1,8,86.17,1.14,62.81,63.25,0
SUP-01903,1,1,1,10,97.11,2.51,73.13,72.8,0
SUP-01904,0,0,1,16,82.19,1.33,53.08,41.48,0
SUP-01905,1,0,1,11,76.01,0.18,50.59,48.15,0
SUP-01906,0,0,1,18,91.34,0.66,77.51,67.05,0
SUP-01907,0,1,0,14,71.63,4.24,6.28,2.99,0
SUP-01908,0,1,0,8,84.58,3.16,42.02,39.03,0
SUP-01909,1,0,1,15,79.09,1.61,44.36,41.35,0
SUP-01910,0,1,1,17,89.89,4.52,40.94,41.66,0
SUP-01911,0,1,0,18,100.0,0.82,93.77,92.65,1
SUP-01912,0,0,1,6,84.07,4.91,25.73,15.3,0
SUP-01913,0,0,1,14,95.11,3.27,62.43,48.74,0
SUP-01914,0,0,1,3,85.03,1.33,58.9,43.18,0
SUP-01915,0,0,1,7,85.08,3.56,39.59,27.11,0
SUP-01916,0,0,1,15,98.48,3.94,63.52,52.77,0
SUP-01917,0,1,0,16,97.41,2.43,74.43,71.35,0
SUP-01918,0,1,1,16,94.39,4.38,51.35,48.85,0
SUP-01919,0,1,1,8,79.39,1.18,48.74,50.2,0
SUP-01920,0,1,0,7,86.51,1.75,58.17,55.44,0
SUP-01921,1,0,1,6,79.09,0.42,54.73,51.95,0
SUP-01922,0,0,1,2,83.07,1.45,53.86,42.69,0
SUP-01923,0,0,1,13,85.34,1.57,57.38,45.11,0
SUP-01924,0,1,1,12,95.32,4.63,51.05,50.13,0
SUP-01925,1,1,1,15,99.48,0.35,96.76,98.33,1
SUP-01926,0,1,1,9,82.92,2.42,45.07,46.24,0
SUP-01927,0,1,1,2,70.71,2.9,16.15,15.5,0
SUP-01928,0,1,1,17,96.69,4.54,54.58,59.66,0
SUP-01929,1,0,1,5,77.55,4.49,16.17,9.15,0
SUP-01930,0,0,1,11,89.13,3.89,44.92,32.45,0
SUP-01931,0,0,1,19,72.62,4.87,2.85,0.0,0
SUP-01932,0,0,1,7,82.29,4.04,29.68,18.45,0
SUP-01933,0,0,1,2,98.79,4.83,56.32,40.42,0
SUP-01934,0,1,0,16,74.52,3.68,17.03,14.57,0
SUP-01935,0,1,1,12,83.49,0.86,59.84,61.85,0
SUP-01936,1,1,1,15,82.41,1.81,49.38,49.91,0
SUP-01937,0,0,0,1,96.35,3.41,63.76,46.14,0
SUP-01938,0,0,1,13,96.51,2.08,75.68,65.12,0
SUP-01939,1,1,1,6,79.49,1.23,48.49,49.15,0
SUP-01940,1,0,0,13,75.65,2.6,28.78,21.68,0
SUP-01941,0,0,0,18,89.99,4.7,39.59,22.35,0
SUP-01942,0,1,1,3,80.05,0.66,54.62,54.26,0
SUP-01943,0,1,1,1,89.59,3.96,45.22,47.38,0
SUP-01944,0,0,1,15,72.43,3.75,12.18,1.45,0
SUP-01945,0,0,0,13,75.17,4.84,8.29,0.0,0
SUP-01946,0,1,1,5,90.4,4.69,40.55,41.29,0
SUP-01947,1,0,1,13,79.46,3.43,29.27,25.64,0
SUP-01948,0,1,0,5,95.37,2.84,66.72,62.65,0
SUP-01949,0,0,1,19,73.6,1.42,34.87,25.41,0
SUP-01950,1,0,0,18,80.05,2.45,38.97,29.27,0
SUP-01951,1,0,1,10,100.0,3.44,70.88,65.59,0
SUP-01952,0,0,1,8,83.36,4.53,27.61,16.16,0
SUP-01953,0,0,1,15,91.89,4.05,49.09,36.01,0
SUP-01954,0,0,0,20,77.3,1.38,42.74,23.92,0
SUP-01955,0,1,1,4,88.09,3.2,48.81,50.8,0
SUP-01956,0,0,1,2,91.26,1.99,65.74,53.16,0
SUP-01957,0,1,1,6,79.72,0.54,54.95,51.21,0
SUP-01958,0,0,1,3,94.34,1.4,77.17,66.86,0
SUP-01959,0,0,0,7,88.2,1.01,68.1,50.23,0
SUP-01960,1,0,1,10,84.28,3.79,35.92,33.07,0
SUP-01961,0,0,1,6,86.77,1.66,59.51,49.68,0
SUP-01962,0,0,0,16,88.33,1.78,61.64,45.02,0
SUP-01963,0,1,1,2,75.0,4.82,8.11,4.04,0
SUP-01964,0,0,1,17,83.38,2.21,47.89,31.96,0
SUP-01965,0,1,1,13,81.26,0.54,58.06,56.72,0
SUP-01966,1,1,0,1,83.73,1.28,56.68,51.57,0
SUP-01967,0,1,1,6,92.67,1.04,76.95,79.35,1
SUP-01968,0,0,1,5,84.49,0.96,60.98,49.57,0
SUP-01969,1,0,1,13,100.0,0.35,97.83,99.07,1
SUP-01970,1,0,1,18,82.32,2.67,41.69,34.71,0
SUP-01971,0,0,1,12,83.26,1.35,55.08,43.32,0
SUP-01972,1,1,1,7,95.52,1.63,77.62,76.73,1
SUP-01973,0,1,1,15,87.33,4.38,37.01,37.47,0
SUP-01974,1,0,1,3,88.16,1.91,60.19,59.7,0
SUP-01975,0,0,1,16,73.15,4.62,6.08,0.0,0
SUP-01976,1,0,1,1,83.66,2.24,48.16,44.27,0
SUP-01977,0,1,0,16,79.45,2.29,39.14,35.86,0
SUP-01978,0,0,0,12,100.0,3.88,67.11,50.54,0
SUP-01979,0,0,1,19,80.84,0.83,54.72,40.57,0
SUP-01980,1,1,1,8,98.45,0.4,94.22,94.24,1
SUP-01981,0,0,1,12,90.81,3.43,52.3,39.29,0
SUP-01982,0,0,0,15,81.39,2.69,39.62,22.49,0
SUP-01983,0,0,0,2,85.96,4.06,37.02,18.32,0
SUP-01984,1,1,0,17,98.08,4.12,61.06,56.37,0
SUP-01985,1,0,1,7,98.32,1.75,82.23,78.85,1
SUP-01986,0,1,1,13,75.95,3.18,24.28,25.69,0
SUP-01987,0,1,1,1,79.95,2.75,36.15,36.77,0
SUP-01988,0,0,1,6,80.32,4.92,18.07,9.34,0
SUP-01989,0,0,1,13,72.52,4.24,8.12,0.5,0
SUP-01990,0,1,0,11,88.45,4.6,37.32,31.51,0
SUP-01991,1,0,1,10,97.79,1.14,86.41,84.35,1
SUP-01992,0,0,1,16,82.67,3.98,31.03,23.25,0
SUP-01993,1,0,1,20,95.46,1.19,81.25,79.24,1
SUP-01994,0,0,0,17,89.9,1.44,67.82,52.26,0
SUP-01995,0,0,1,17,82.59,4.75,24.15,8.51,0
SUP-01996,0,0,1,4,74.49,0.59,43.93,30.81,0
SUP-01997,1,1,0,5,93.07,4.34,48.96,43.14,0
SUP-01998,1,1,1,14,98.18,0.67,91.33,94.1,1
SUP-01999,1,0,1,20,93.89,3.69,56.35,50.89,0
SUP-02000,1,0,1,10,73.52,1.24,36.25,32.08,0
SUP-02001,1,0,1,14,79.67,1.58,45.82,43.5,0
SUP-02002,0,1,0,1,72.11,1.48,31.37,24.81,0
SUP-02003,1,1,0,11,89.64,2.63,56.88,52.44,0
SUP-02004,1,0,1,18,95.74,1.57,78.57,74.87,0
SUP-02005,0,1,1,16,74.81,3.46,19.57,21.32,0
SUP-02006,0,0,1,18,96.11,0.57,88.0,77.32,1
SUP-02007,0,1,1,8,86.91,0.79,67.4,68.65,0
SUP-02008,1,0,1,10,93.01,0.45,82.76,79.16,1
SUP-02009,0,0,1,10,99.17,2.39,78.41,63.06,0
SUP-02010,1,1,1,5,74.93,3.67,18.0,18.28,0
SUP-02011,1,0,0,10,99.14,4.0,64.31,55.42,0
SUP-02012,0,1,1,18,75.46,1.6,37.06,38.59,0
SUP-02013,1,0,1,6,84.0,2.58,45.85,41.0,0
SUP-02014,0,0,1,3,94.99,3.96,56.23,44.32,0
SUP-02015,0,0,0,8,97.08,1.8,79.27,62.42,0
SUP-02016,0,0,1,9,85.58,2.34,51.2,37.78,0
SUP-02017,0,0,1,5,87.73,2.86,51.05,36.75,0
SUP-02018,1,1,1,2,92.74,0.61,80.83,81.59,1
SUP-02019,0,1,1,2,94.35,0.62,84.02,86.03,1
SUP-02020,0,0,1,7,74.22,1.19,38.16,24.91,0
SUP-02021,0,0,0,17,95.19,3.32,62.18,44.75,0
SUP-02022,0,0,0,10,84.96,0.83,63.07,47.73,0
SUP-02023,1,0,0,12,86.27,0.85,65.54,58.39,0
SUP-02024,0,0,1,2,82.49,2.02,47.71,36.17,0
SUP-02025,1,0,1,10,87.77,0.35,72.96,69.79,0
SUP-02026,0,0,1,20,99.41,1.36,87.8,76.86,1
SUP-02027,0,0,0,1,86.0,4.6,32.36,16.78,0
SUP-02028,1,0,1,4,100.0,0.1,100.0,93.86,1
SUP-02029,0,1,1,13,76.53,3.44,23.22,27.06,0
SUP-02030,1,1,1,12,94.2,1.73,74.02,74.57,0
SUP-02031,0,1,1,11,94.65,3.53,59.3,60.76,0
SUP-02032,0,1,1,10,90.69,3.15,54.54,53.02,0
SUP-02033,0,1,1,15,89.1,1.51,65.61,65.24,0
SUP-02034,0,0,1,5,86.88,4.31,36.66,25.41,0
SUP-02035,0,0,0,17,96.67,2.71,70.47,49.86,0
SUP-02036,1,0,1,5,96.33,3.7,61.18,55.38,0
SUP-02037,1,0,1,2,75.75,1.83,35.68,30.23,0
SUP-02038,1,1,1,9,97.51,4.43,57.22,54.67,0
SUP-02039,1,1,1,6,84.61,3.47,39.41,39.62,0
SUP-02040,0,1,0,18,79.16,4.85,16.32,11.17,0
SUP-02041,0,0,1,14,96.62,2.81,69.5,60.35,0
SUP-02042,0,1,1,19,84.43,2.63,46.32,44.08,0
SUP-02043,1,1,1,14,96.84,3.4,64.85,65.32,0
SUP-02044,0,0,0,8,78.44,4.46,18.21,0.0,0
SUP-02045,0,0,1,17,71.81,4.84,1.47,0.0,0
SUP-02046,1,1,1,3,86.67,1.46,61.07,62.24,0
SUP-02047,0,0,1,10,73.91,4.09,12.2,1.54,0
SUP-02048,0,0,1,17,93.58,1.45,75.21,64.32,0
SUP-02049,1,0,1,11,81.11,2.46,41.1,34.47,0
SUP-02050,0,0,0,8,83.67,1.31,56.28,39.45,0
SUP-02051,0,1,1,1,72.62,2.06,27.28,28.48,0
SUP-02052,1,1,0,13,81.61,4.19,27.02,23.92,0
SUP-02053,0,0,1,4,93.06,1.16,76.7,65.95,0
SUP-02054,0,0,1,7,75.1,3.35,21.14,11.07,0
SUP-02055,0,0,1,14,90.17,3.17,53.3,43.44,0
SUP-02056,0,0,0,5,97.11,1.04,85.9,69.11,0
SUP-02057,0,0,1,11,90.82,1.97,65.08,54.08,0
SUP-02058,0,0,0,17,95.22,3.03,64.74,49.74,0
SUP-02059,0,0,0,5,73.66,1.34,35.66,19.45,0
SUP-02060,1,0,0,20,81.27,3.6,31.45,24.84,0
SUP-02061,0,1,1,3,96.24,4.87,50.79,52.54,0
SUP-02062,0,0,1,5,91.24,1.47,70.3,57.03,0
SUP-02063,0,1,0,15,90.05,1.34,68.97,61.36,0
SUP-02064,1,1,1,19,93.15,2.05,69.12,69.16,0
SUP-02065,0,0,1,16,83.61,3.86,33.92,19.56,0
SUP-02066,1,1,1,8,74.09,1.27,37.2,37.36,0
SUP-02067,1,1,1,13,96.05,0.1,91.97,91.96,1
SUP-02068,1,1,1,16,93.28,2.44,66.01,68.62,0
SUP-02069,0,0,1,3,84.01,4.8,26.55,15.56,0
SUP-02070,0,0,1,1,96.19,2.26,73.45,63.41,0
SUP-02071,0,0,1,9,80.65,2.39,40.74,27.76,0
SUP-02072,1,1,1,9,81.44,4.36,25.18,28.24,0
SUP-02073,0,0,1,17,97.01,3.63,63.23,53.01,0
SUP-02074,0,0,1,2,93.31,3.74,54.75,43.6,0
SUP-02075,0,1,1,9,85.83,3.03,45.69,42.07,0
SUP-02076,1,0,1,19,77.69,4.39,17.35,15.71,0
SUP-02077,0,1,1,13,77.54,3.6,23.88,27.43,0
SUP-02078,0,0,1,5,89.53,4.53,40.17,28.2,0
SUP-02079,0,0,1,9,82.07,3.65,32.67,20.74,0
SUP-02080,1,0,1,13,97.56,3.31,67.1,62.07,0
SUP-02081,1,1,0,1,99.65,1.31,88.78,80.51,1
SUP-02082,0,0,1,15,94.86,1.87,74.19,61.06,0
SUP-02083,0,0,1,4,81.35,4.02,27.94,19.26,0
SUP-02084,0,0,1,4,93.27,1.84,71.22,61.38,0
SUP-02085,0,0,1,20,82.19,3.03,38.28,24.74,0
SUP-02086,1,1,1,10,77.85,1.12,46.09,44.93,0
SUP-02087,0,1,1,6,71.57,4.18,6.74,11.01,0
SUP-02088,0,0,1,12,82.39,1.0,56.4,42.36,0
SUP-02089,0,0,1,20,98.2,4.23,60.36,46.93,0
SUP-02090,0,0,1,16,78.53,3.21,29.28,16.42,0
SUP-02091,0,1,0,3,76.29,1.34,41.02,33.3,0
SUP-02092,1,0,1,14,100.0,2.44,79.63,74.56,0
SUP-02093,0,1,1,1,70.83,1.77,26.17,25.12,0
SUP-02094,1,0,1,10,95.79,1.46,79.64,73.83,0
SUP-02095,0,0,1,15,80.82,2.08,43.77,34.43,0
SUP-02096,0,0,0,7,71.79,0.78,36.71,17.38,0
SUP-02097,0,1,1,4,97.02,4.94,51.82,51.54,0
SUP-02098,0,0,1,14,75.45,0.64,45.4,31.65,0
SUP-02099,0,1,0,16,87.6,3.48,45.37,39.95,0
SUP-02100,0,1,1,14,79.35,2.17,40.01,38.16,0
SUP-02101,0,0,1,3,72.19,3.41,14.7,2.85,0
SUP-02102,1,0,0,17,75.15,1.6,36.42,28.06,0
SUP-02103,0,1,1,14,74.75,3.53,18.82,21.62,0
SUP-02104,0,0,1,18,73.87,3.78,14.85,1.67,0
SUP-02105,0,0,1,3,92.36,3.61,53.93,45.16,0
SUP-02106,0,0,1,19,85.98,1.01,63.57,49.95,0
SUP-02107,0,1,1,3,80.24,3.46,30.64,30.16,0
